,label,group,AU01_mean,AU01_std,AU01_e0_length,AU01_e0_intensity,AU01_e0_amount,AU01_e1_length,AU01_e1_intensity,AU01_e1_amount,AU01_e2_length,AU01_e2_intensity,AU01_e2_amount,AU02_mean,AU02_std,AU02_e0_length,AU02_e0_intensity,AU02_e0_amount,AU02_e1_length,AU02_e1_intensity,AU02_e1_amount,AU02_e2_length,AU02_e2_intensity,AU02_e2_amount,AU04_mean,AU04_std,AU04_e0_length,AU04_e0_intensity,AU04_e0_amount,AU04_e1_length,AU04_e1_intensity,AU04_e1_amount,AU04_e2_length,AU04_e2_intensity,AU04_e2_amount,AU05_mean,AU05_std,AU05_e0_length,AU05_e0_intensity,AU05_e0_amount,AU05_e1_length,AU05_e1_intensity,AU05_e1_amount,AU05_e2_length,AU05_e2_intensity,AU05_e2_amount,AU06_mean,AU06_std,AU06_e0_length,AU06_e0_intensity,AU06_e0_amount,AU06_e1_length,AU06_e1_intensity,AU06_e1_amount,AU06_e2_length,AU06_e2_intensity,AU06_e2_amount,AU07_mean,AU07_std,AU07_e0_length,AU07_e0_intensity,AU07_e0_amount,AU07_e1_length,AU07_e1_intensity,AU07_e1_amount,AU07_e2_length,AU07_e2_intensity,AU07_e2_amount,AU09_mean,AU09_std,AU09_e0_length,AU09_e0_intensity,AU09_e0_amount,AU09_e1_length,AU09_e1_intensity,AU09_e1_amount,AU09_e2_length,AU09_e2_intensity,AU09_e2_amount,AU10_mean,AU10_std,AU10_e0_length,AU10_e0_intensity,AU10_e0_amount,AU10_e1_length,AU10_e1_intensity,AU10_e1_amount,AU10_e2_length,AU10_e2_intensity,AU10_e2_amount,AU12_mean,AU12_std,AU12_e0_length,AU12_e0_intensity,AU12_e0_amount,AU12_e1_length,AU12_e1_intensity,AU12_e1_amount,AU12_e2_length,AU12_e2_intensity,AU12_e2_amount,AU15_mean,AU15_std,AU15_e0_length,AU15_e0_intensity,AU15_e0_amount,AU15_e1_length,AU15_e1_intensity,AU15_e1_amount,AU15_e2_length,AU15_e2_intensity,AU15_e2_amount,AU17_mean,AU17_std,AU17_e0_length,AU17_e0_intensity,AU17_e0_amount,AU17_e1_length,AU17_e1_intensity,AU17_e1_amount,AU17_e2_length,AU17_e2_intensity,AU17_e2_amount
520,happy,deaf,0.6149710982658959,1.020093260828509,19.5,1.5016666666666667,2,0.0,0.0,0,15.0,1.8679999999999999,1,0.3550867052023121,0.7041782432399153,18.5,0.9634761904761904,2,0.0,0.0,0,17.0,1.0929411764705883,1,0.028843930635838153,0.10655189766535453,0.0,0.0,0,2.0,0.41000000000000003,1,0.0,0.0,0,0.08791907514450868,0.2060826610380772,12.0,0.6483333333333333,1,0.0,0.0,0,0.0,0.0,0,0.8507514450867052,0.5229934095817297,20.5,0.7941666666666666,2,53.0,0.9939622641509436,1,22.0,0.9471764705882355,2,0.7841618497109827,0.5464760440089103,8.333333333333334,1.3298787878787877,3,48.0,0.9360416666666667,1,19.5,0.8226764705882353,2,0.05202312138728324,0.08339426906842047,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.355606936416185,0.6139874500254998,30.0,1.7836666666666665,1,57.0,1.4089473684210527,1,56.0,1.60625,1,1.6087283236994216,0.48052974783416796,25.5,1.7462999999999997,2,57.0,1.6614035087719297,1,56.0,1.6524999999999999,1,0.23421965317919077,0.485259578420371,0.0,0.0,0,11.0,0.45454545454545453,1,19.0,1.2157894736842105,1,0.7309248554913295,0.5232548626598871,0.0,0.0,0,9.5,1.2089705882352941,2,25.0,1.2004,2
521,neutral,deaf,0.17343283582089553,0.3358595850479622,0.0,0.0,0,0.0,0.0,0,12.0,0.735,1,0.08791044776119404,0.2504554486724591,0.0,0.0,0,0.0,0.0,0,3.0,1.3399999999999999,1,1.0761194029850747,0.567531139813744,10.666666666666666,1.0838425925925927,3,9.0,1.2785714285714285,2,25.0,1.6804,1,0.09791044776119404,0.22928156714590187,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.5070149253731343,0.5499624455404948,44.0,0.7252272727272727,1,17.0,1.388235294117647,1,11.0,0.7445454545454545,1,0.9728358208955225,0.6237777365150807,44.0,1.2175000000000002,1,13.5,1.1317727272727272,2,19.0,0.8279693486590038,2,0.2207462686567164,0.47621727976036676,0.0,0.0,0,13.0,1.432307692307692,1,0.0,0.0,0,0.9902985074626864,0.8632609449613134,44.0,1.5643181818181817,1,10.0,1.5173333333333336,2,11.0,1.7372727272727273,1,0.5215671641791045,0.5428258758987831,18.5,1.284470588235294,2,4.0,0.7525,1,0.0,0.0,0,0.20529850746268657,0.3001645921886368,0.0,0.0,0,4.0,0.6849999999999999,2,7.0,0.689,2,0.6891044776119403,0.7342178721191679,0.0,0.0,0,2.0,1.16,1,43.0,1.546511627906977,1
522,sad,deaf,0.156796875,0.26009782049354085,1.0,0.33,1,0.0,0.0,0,6.0,1.1516666666666666,1,0.057812499999999996,0.1247739131860691,4.0,0.21866666666666665,2,0.0,0.0,0,21.666666666666668,0.06642232277526396,3,0.2749609375,0.5647911278304399,3.5,0.21708333333333335,2,52.0,1.199423076923077,1,0.0,0.0,0,0.07621093749999999,0.22099440689732844,0.0,0.0,0,15.0,0.5733333333333334,1,4.0,0.46499999999999997,1,0.5715625,0.5025697688371432,73.0,0.617945205479452,1,36.0,0.6225362318840579,2,13.25,0.4925,4,1.102578125,0.9636407646443325,73.0,1.2505479452054795,1,36.5,1.3057575757575757,2,18.666666666666668,0.4008333333333334,3,0.1353125,0.2439975490072977,0.0,0.0,0,53.0,0.529622641509434,1,0.0,0.0,0,1.0171484375000002,0.8264827871696694,17.0,1.087037037037037,3,65.0,1.96,1,37.0,0.37710144927536227,2,0.6368359374999999,0.49443624902558486,18.5,0.4398426573426574,2,16.0,1.208421052631579,2,38.0,0.9939233449477352,2,0.12355468750000001,0.1922382634615843,0.0,0.0,0,6.0,0.07899999999999999,2,10.0,0.18,1,0.651015625,0.5737627300053021,37.0,1.082162162162162,1,23.0,1.2978958333333335,2,11.0,2.0500000000000003,1
523,neutral,deaf,0.3859322033898304,0.6356895943159675,0.0,0.0,0,0.0,0.0,0,13.0,1.6084615384615382,1,0.07389830508474578,0.20522255544179338,11.0,0.030000000000000006,1,0.0,0.0,0,0.0,0.0,0,0.7527118644067797,0.5993267747522679,6.5,0.8013333333333332,2,38.0,1.2407894736842104,1,7.0,1.2414285714285715,1,0.03313559322033898,0.06680369446437472,0.0,0.0,0,0.0,0.0,0,3.0,0.04666666666666667,1,0.672457627118644,0.4636420967898503,39.0,0.8782051282051282,1,38.0,1.013684210526316,1,4.0,0.785,1,1.7811864406779658,1.1032083510368653,38.0,1.7460526315789475,1,38.0,2.661842105263158,1,23.0,1.5034782608695652,1,0.051694915254237285,0.09475388799497197,0.0,0.0,0,5.0,0.303,2,0.0,0.0,0,1.3158474576271184,0.9548466796612678,32.0,1.7484375,1,38.0,2.1234210526315795,1,8.0,1.47125,1,0.5915254237288136,0.3866105775381072,16.0,0.89125,1,4.5,0.95625,2,2.0,0.77,1,0.18330508474576274,0.3051748975482461,12.0,0.9291666666666666,1,0.0,0.0,0,3.0,0.22388888888888892,3,0.47533898305084743,0.5541987088533169,0.0,0.0,0,15.0,0.6026666666666666,1,8.5,1.3277884615384612,2
524,happy,deaf,0.7242553191489361,1.1778576485916652,18.0,1.6505418719211822,2,13.0,2.375384615384615,1,0.0,0.0,0,0.32148936170212766,0.681757648922864,23.5,0.4634302325581396,2,14.0,1.2435714285714285,1,4.0,0.0,1,0.14888297872340425,0.2553687218391351,0.0,0.0,0,2.0,1.22,1,0.0,0.0,0,0.06643617021276596,0.14339862979458878,0.0,0.0,0,8.5,0.14464285714285716,2,5.666666666666667,0.002857142857142857,3,0.1425531914893617,0.33797742597848657,14.0,1.0971428571428572,1,0.0,0.0,0,0.0,0.0,0,0.25452127659574475,0.473783592574726,38.0,0.9152631578947369,1,0.0,0.0,0,0.0,0.0,0,0.08723404255319148,0.17400230040472806,0.0,0.0,0,7.0,0.060000000000000005,1,2.0,0.04,1,0.206968085106383,0.38955323243573065,12.0,1.1400000000000001,2,0.0,0.0,0,0.0,0.0,0,0.36367021276595746,0.6167023201037474,35.0,1.5737142857142854,1,0.0,0.0,0,0.0,0.0,0,0.27925531914893614,0.3949040074565529,5.0,0.502,1,3.0,0.27,1,20.0,1.0685,1,0.5283510638297872,0.45581324648073956,19.0,0.838888888888889,2,3.25,1.3232738095238097,4,0.0,0.0,0
525,angry,deaf,0.6840641711229948,1.1772295507736654,7.0,0.777142857142857,1,0.0,0.0,0,36.0,2.9136111111111114,1,0.4171657754010695,0.9197580264447144,0.0,0.0,0,0.0,0.0,0,37.0,2.0583783783783782,1,0.8022994652406416,0.8000984859739313,0.0,0.0,0,45.0,1.9464444444444444,1,6.5,1.28625,2,0.0835294117647059,0.2160429889050521,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0593048128342246,0.09542236684861502,7.0,0.1814285714285714,2,4.0,0.39,1,0.0,0.0,0,0.44919786096256686,0.3390545019081993,15.0,0.4137962962962963,3,16.0,0.5907040229885058,3,7.5,0.22153846153846155,2,0.10240641711229947,0.21518205735623416,0.0,0.0,0,0.0,0.0,0,3.5,0.2708333333333333,2,0.37320855614973264,0.39669789476545614,10.0,0.46043956043956047,2,12.5,0.58375,2,11.0,0.8831578947368421,2,0.16727272727272727,0.20858856311121557,7.0,0.6071428571428573,1,0.0,0.0,0,2.0,0.7166666666666667,2,0.1670053475935829,0.25487423627219663,29.0,0.27417391304347827,2,13.0,0.30153846153846153,1,0.0,0.0,0,0.5665775401069519,0.5541369809770771,17.0,0.5423529411764706,1,50.0,0.8078000000000002,1,6.666666666666667,1.3818055555555555,3
526,sad,deaf,0.2477659574468085,0.36098775559408985,12.0,0.5216666666666666,1,30.0,0.4513333333333333,1,4.5,0.21666666666666667,2,0.05542553191489362,0.09712717407225646,14.0,0.21285714285714286,1,7.0,0.05800000000000001,2,10.0,0.0,2,0.3220212765957447,0.4121660062969045,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.029680851063829783,0.05957650052094085,11.0,0.04454545454545455,1,0.0,0.0,0,0.0,0.0,0,0.4264893617021277,0.40831599466407503,12.0,0.5175,1,11.0,0.9181818181818183,1,13.0,1.0746153846153847,1,0.635531914893617,0.6540537234539956,11.0,0.36818181818181817,1,7.0,1.9728571428571429,1,13.0,1.3861538461538463,1,0.12021276595744682,0.24153175495673918,10.0,0.756,1,0.0,0.0,0,0.0,0.0,0,0.7521276595744681,0.5392664718057469,4.0,1.104,2,30.0,1.2659999999999998,1,4.0,0.7933333333333333,3,0.461063829787234,0.25358279208394446,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.14585106382978724,0.1840547462645612,14.0,0.13785714285714284,1,8.0,0.32,2,6.0,0.25985714285714284,2,0.8523404255319149,0.6373203740728984,20.0,1.5594999999999999,1,9.5,1.071470588235294,2,3.0,0.5990000000000001,2
527,angry,deaf,0.21274999999999994,0.28658166485822395,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.059625,0.11436609825634407,0.0,0.0,0,2.0,0.195,1,0.0,0.0,0,1.171875,0.44744024068845417,5.5,0.8993333333333333,2,9.0,1.4997058823529412,2,25.0,1.2052,1,0.05725,0.16438589209231835,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.127625,0.18952468026718775,9.0,0.40222222222222226,1,6.0,0.32666666666666666,1,0.0,0.0,0,0.2695,0.24351279435105302,7.5,0.5780000000000001,2,3.0,0.3466666666666667,1,0.0,0.0,0,0.07525000000000001,0.13981882490376019,5.0,0.48600000000000004,1,0.0,0.0,0,0.0,0.0,0,0.412875,0.5096864107878217,15.0,1.136,1,7.5,0.7154464285714286,2,7.0,0.46857142857142847,1,0.16862500000000002,0.15503159130898922,3.0,0.41,1,0.0,0.0,0,6.0,0.034999999999999996,1,0.125375,0.17673511431775912,5.0,0.13999999999999999,1,4.0,0.5033333333333333,2,0.0,0.0,0,0.41950000000000004,0.3152571785187372,4.0,0.375,1,8.0,1.0699999999999998,1,14.0,0.5107142857142858,1
528,happy,deaf,0.6826829268292682,1.1231966042306651,29.0,2.3489655172413793,1,2.0,1.515,1,0.0,0.0,0,0.3834146341463414,0.864736128868785,26.0,1.7688461538461537,1,0.0,0.0,0,0.0,0.0,0,0.046422764227642285,0.09840640124204914,0.0,0.0,0,5.0,0.082,1,6.0,0.13333333333333333,1,0.12796747967479674,0.3752768581264174,0.0,0.0,0,0.0,0.0,0,3.3333333333333335,0.0,3,0.5334146341463415,0.44603504469442956,15.5,0.37689655172413794,2,6.0,0.8594444444444445,2,13.0,0.8060150375939851,2,0.5737398373983741,0.4362853600193186,16.5,0.9966666666666668,2,36.0,0.6311111111111111,1,4.333333333333333,0.5484848484848485,3,0.09813008130081302,0.1837422892036469,0.0,0.0,0,8.5,0.09590909090909092,2,19.0,0.47263157894736846,1,1.693170731707317,0.7077617885279481,40.0,1.10375,1,40.0,2.3445,1,40.0,1.6649999999999998,1,1.1018699186991872,0.5359339168853061,40.0,1.18725,1,5.5,1.1125,2,16.0,1.1103333333333334,2,0.4295934959349593,0.599694455499924,4.0,1.1325,1,24.0,1.2966666666666666,1,11.0,0.9272727272727272,1,0.35764227642276425,0.4033224339644867,13.0,0.29384615384615387,1,3.0,1.435,2,2.0,0.7150000000000001,1
529,neutral,deaf,0.9369426751592357,1.3209804354324712,36.0,3.059722222222222,1,10.0,2.2560000000000002,1,21.0,0.47380952380952385,1,0.26070063694267515,0.5025640852739917,37.0,1.0767567567567566,1,11.0,0.07,1,7.5,0.0,2,0.4545859872611465,0.5881865769375938,0.0,0.0,0,14.0,1.083695652173913,2,6.0,1.09875,3,0.1685987261146497,0.4531138117610444,0.0,0.0,0,0.0,0.0,0,14.0,1.5035714285714286,2,0.22974522292993627,0.29327056957737585,16.0,0.81375,1,23.0,0.5934782608695653,1,0.0,0.0,0,0.5919108280254778,0.5524643320172199,15.0,0.916,1,38.0,1.0757894736842104,1,10.5,0.9679545454545455,2,0.31121019108280257,0.5177383636826706,0.0,0.0,0,37.0,1.1291891891891892,1,7.0,0.8142857142857142,1,0.6943312101910828,0.41878529148697874,23.0,1.2230434782608695,1,40.0,0.905,1,12.333333333333334,0.7897222222222222,3,0.45152866242038214,0.36556448378009115,20.0,1.176,1,0.0,0.0,0,12.0,0.4947058823529412,3,0.2207006369426752,0.2792827687765379,0.0,0.0,0,15.0,0.4652,2,3.0,0.3766666666666667,2,0.5186624203821657,0.33952662284006707,5.0,1.066,1,3.0,1.1283333333333334,2,2.0,0.9,1
530,sad,deaf,0.4452380952380952,0.5491060834142077,27.0,0.8966666666666666,1,21.0,1.0599999999999998,1,0.0,0.0,0,0.06076190476190476,0.11476309409199356,28.0,0.08821428571428572,1,20.0,0.19549999999999998,1,0.0,0.0,0,0.012666666666666668,0.04846225070701673,0.0,0.0,0,0.0,0.0,0,4.0,0.21499999999999997,1,0.08619047619047619,0.23961259177930141,19.0,0.23684210526315788,1,0.0,0.0,0,2.0,0.0,1,0.10314285714285715,0.1533116125720767,3.0,0.32666666666666666,1,1.0,0.24,1,2.0,0.32166666666666666,3,0.04676190476190476,0.10100928401823003,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.14761904761904762,0.25948737856338916,0.0,0.0,0,11.0,0.6463636363636364,1,7.0,0.6585714285714286,1,0.47228571428571425,0.5528357962201956,0.0,0.0,0,14.0,1.5185714285714287,1,6.0,0.9824999999999999,2,0.40095238095238095,0.29578618775133647,0.0,0.0,0,0.0,0.0,0,2.0,0.8,1,0.08885714285714286,0.11569451058809913,0.0,0.0,0,7.0,0.24142857142857146,1,8.0,0.23875000000000002,1,0.6373333333333333,0.6749904082889262,5.0,2.252,1,13.0,0.9146153846153846,1,5.5,1.5510416666666669,2
531,happy,deaf,0.8879508196721313,1.179679140103089,40.0,2.388,1,11.0,1.0036363636363637,1,0.0,0.0,0,0.22795081967213113,0.478527249108991,40.0,0.6944999999999999,1,11.0,0.002727272727272727,1,0.0,0.0,0,0.03836065573770492,0.08805858920883727,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.03581967213114754,0.06583023701671396,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.18057377049180331,0.22626065266124085,0.0,0.0,0,11.0,0.22181818181818178,1,17.0,0.44847222222222227,2,0.9438524590163934,0.5519304165049475,5.5,1.5176666666666667,2,12.0,0.9683333333333334,1,39.0,1.1146153846153848,1,0.09450819672131147,0.18174135858373516,0.0,0.0,0,6.0,0.03166666666666667,1,16.0,0.32925925925925925,2,0.31811475409836065,0.41625511084091055,0.0,0.0,0,0.0,0.0,0,13.0,0.8407971014492754,2,0.6584426229508197,0.414034814066618,6.0,0.765,1,13.0,0.7553846153846153,1,32.0,1.11625,1,0.11713114754098362,0.1883792530740976,3.0,0.86,1,7.0,0.0942857142857143,1,5.666666666666667,0.09425925925925925,3,0.5994262295081967,0.55852121630104,18.0,1.6272222222222221,1,6.0,1.0116666666666667,1,0.0,0.0,0
532,angry,deaf,0.1519230769230769,0.2178648317537388,9.0,0.09666666666666666,1,0.0,0.0,0,5.5,0.5195,2,0.09628205128205128,0.188459985586241,13.0,0.23769230769230767,1,0.0,0.0,0,0.0,0.0,0,1.1300000000000003,0.660554666573833,5.0,1.754,1,15.0,1.7086666666666668,1,20.0,1.5374999999999996,1,0.06487179487179488,0.1591678325994261,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.27692307692307694,0.22687205440716818,0.0,0.0,0,3.0,0.5666666666666667,1,17.0,0.49352941176470594,1,0.7929487179487179,0.41414003834689944,20.0,0.46450000000000014,1,25.0,1.016,1,25.0,0.9732,1,0.12128205128205129,0.21824184710889852,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.1856410256410255,0.5085568829837063,22.0,1.2709090909090912,1,23.0,1.5708695652173912,1,22.0,1.0045454545454544,1,0.5375641025641026,0.3406036882666899,17.0,0.9458823529411766,1,8.0,0.48875,1,21.0,0.677142857142857,1,0.25538461538461543,0.38256038419110716,7.0,0.722857142857143,1,8.0,0.95625,1,0.0,0.0,0,0.5311538461538462,0.42988364710692367,3.0,0.9233333333333332,1,12.0,1.2158333333333335,1,0.0,0.0,0
533,neutral,deaf,0.22908256880733943,0.32696568311381075,0.0,0.0,0,5.0,0.85,1,0.0,0.0,0,0.06706422018348625,0.1502239239237951,9.0,0.13666666666666666,1,5.0,0.626,1,0.0,0.0,0,1.0855963302752292,0.6724160847998206,19.0,0.6715789473684212,1,16.5,1.175596153846154,2,12.5,1.8425,2,0.07825688073394496,0.1843599741482892,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.6473394495412844,0.5929690551569857,30.0,1.3463333333333334,1,14.0,0.8157142857142858,1,11.5,0.7059523809523809,2,1.3383486238532107,1.0397164087718271,29.0,2.50448275862069,1,14.0,0.7191666666666666,2,16.5,1.1188786764705883,2,0.07871559633027525,0.13704622711192496,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.2296330275229357,0.807851433221692,36.0,1.8530555555555555,1,18.0,1.3044444444444445,1,15.0,1.192200956937799,2,0.7136697247706423,0.47904546399577097,36.0,1.217222222222222,1,13.0,0.9307692307692308,1,4.0,0.8125,1,0.18614678899082565,0.281937438085515,0.0,0.0,0,8.5,0.4650757575757576,2,6.5,0.4714285714285714,2,0.5193577981651376,0.4959451792235781,6.5,0.9704166666666667,2,4.0,1.3624999999999998,1,9.0,1.4355555555555555,1
534,sad,deaf,0.4316339869281046,0.5953376502327546,45.0,1.2222222222222223,1,6.0,0.715,1,0.0,0.0,0,0.11366013071895426,0.2327969287699467,29.0,0.4682758620689656,1,0.0,0.0,0,0.0,0.0,0,0.6063398692810458,0.40596336306369174,1.5,1.1225,2,18.0,1.1494444444444443,2,6.5,0.71921875,4,0.047647058823529403,0.12089994071807758,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.004640522875816993,0.017992181920242968,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.26281045751633986,0.3286424579281849,8.0,0.74125,1,5.5,0.39982142857142855,2,8.0,0.54375,1,0.08379084967320262,0.17319750870316766,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.04882352941176471,0.09215219945165222,3.0,0.3466666666666667,1,0.0,0.0,0,0.0,0.0,0,0.038300653594771236,0.12721092539182197,4.0,0.6925,1,0.0,0.0,0,0.0,0.0,0,0.19745098039215683,0.2906583484811604,15.5,0.42988095238095236,2,20.0,0.38650000000000007,1,7.0,0.060000000000000005,1,0.64640522875817,0.5447181965536774,38.0,1.0668421052631576,1,7.0,0.8879059829059829,3,2.75,0.9685833333333334,4
535,angry,deaf,0.1510891089108911,0.18494810618170174,1.0,0.1,1,9.0,0.107,2,10.0,0.45199999999999996,1,0.07188118811881189,0.14216689397526505,2.0,0.0,1,12.5,0.1425,2,2.0,0.35,1,0.13831683168316833,0.2303825918203487,11.0,0.6927272727272726,1,0.0,0.0,0,0.0,0.0,0,0.034851485148514855,0.06719544421143651,0.0,0.0,0,16.0,0.13,1,0.0,0.0,0,0.17386138613861385,0.3471540588759685,10.0,1.134,1,0.0,0.0,0,5.0,0.254,1,0.22643564356435647,0.38678310241895475,7.0,0.9614285714285715,1,0.0,0.0,0,4.0,1.3500000000000003,1,0.1102970297029703,0.19238220003703335,4.0,0.6325000000000001,1,0.0,0.0,0,2.0,0.515,1,1.4090099009900985,0.8824097743684564,33.0,2.102424242424242,1,13.0,0.9307692307692306,1,23.0,1.9552173913043476,1,0.4264356435643566,0.4272834753613012,8.0,1.53125,1,4.0,0.9080000000000001,2,0.0,0.0,0,0.27326732673267334,0.3690531368540067,8.0,0.065,1,0.0,0.0,0,4.5,0.65175,2,0.8114851485148513,0.575267565813707,6.0,1.8399999999999999,1,0.0,0.0,0,3.0,1.425,2
536,sad,deaf,0.15652173913043474,0.19242698992887988,8.0,0.1825,1,6.0,0.5166666666666667,1,0.0,0.0,0,0.0917391304347826,0.19957525454651787,12.0,0.12,1,0.0,0.0,0,5.0,0.0661904761904762,2,0.06660869565217391,0.12056800480795672,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.09156521739130434,0.23001369640511318,0.0,0.0,0,17.0,0.5370588235294117,1,10.0,0.009,1,0.1137391304347826,0.27809963148901323,23.0,0.5621739130434783,1,0.0,0.0,0,0.0,0.0,0,0.2380869565217391,0.41527816856236927,23.0,0.9604347826086956,1,8.0,0.175,1,0.0,0.0,0,0.07460869565217391,0.14868598110230138,8.0,0.135,2,0.0,0.0,0,0.0,0.0,0,0.2042608695652174,0.38692004901861904,8.0,1.035625,2,0.0,0.0,0,0.0,0.0,0,0.08513043478260869,0.2321197710249743,7.0,0.8728571428571429,1,3.0,0.013333333333333334,1,0.0,0.0,0,0.3506086956521739,0.5089088550327454,4.0,0.605,1,4.5,0.42583333333333334,4,12.5,0.7749652777777777,2,0.5801739130434782,0.4609067771342031,10.0,1.059722222222222,2,14.5,0.5431190476190476,2,10.5,0.6126315789473684,2
537,happy,deaf,0.13742857142857143,0.24347258798251004,6.0,0.9566666666666667,1,0.0,0.0,0,0.0,0.0,0,0.1478095238095238,0.31034094449734134,14.0,0.8428571428571429,1,6.0,0.13833333333333334,1,0.0,0.0,0,0.05171428571428571,0.14885109455979273,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.04723809523809524,0.10056088127343973,0.0,0.0,0,3.0,0.07,1,0.0,0.0,0,0.4552380952380952,0.2796292024136443,11.0,0.6897863247863248,2,34.0,0.49058823529411766,1,7.0,0.4539393939393939,3,0.5325714285714286,0.5745734681741494,12.5,0.8188333333333333,2,23.0,0.6391304347826088,1,6.5,0.18625,2,0.0739047619047619,0.12123162222417973,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,1.424190476190476,0.7806207847116354,13.0,0.9751785714285715,2,34.0,1.0608823529411764,1,34.0,2.405588235294118,1,0.8563809523809522,0.37450511912266865,13.0,1.011607142857143,2,34.0,1.0347058823529411,1,8.0,1.0239285714285713,2,0.4694285714285714,0.6984114235058849,0.0,0.0,0,0.0,0.0,0,13.0,1.4029545454545453,2,0.6672380952380953,0.5325925257969722,4.0,1.19375,2,6.5,1.1619047619047618,2,9.0,1.1760000000000002,2
538,neutral,deaf,0.44316901408450704,0.562749543976563,43.0,1.1374418604651162,1,28.0,0.4471428571428571,1,0.0,0.0,0,0.11859154929577465,0.22662679524990473,45.0,0.3237777777777778,1,28.0,0.06999999999999999,1,0.0,0.0,0,0.7108450704225352,0.8569329218580527,0.0,0.0,0,14.0,1.5257142857142856,1,46.0,1.61,1,0.12014084507042253,0.2902285377688607,6.0,0.006,2,0.0,0.0,0,4.0,1.2975,1,0.08056338028169015,0.23742045968672193,0.0,0.0,0,8.0,0.96625,1,0.0,0.0,0,0.48021126760563376,0.6326107878863233,0.0,0.0,0,12.0,1.8924999999999998,1,0.0,0.0,0,0.1985211267605634,0.36966718246502384,2.0,0.0,1,18.0,0.8011111111111111,1,46.0,0.28673913043478255,1,0.4612676056338027,0.5985951154799843,2.0,0.35,1,12.0,1.8458333333333332,1,3.0,1.2666666666666668,1,0.29457746478873237,0.3551178472648332,2.0,0.735,1,0.0,0.0,0,0.0,0.0,0,0.24084507042253517,0.30748001828117805,2.5,0.48124999999999996,2,9.5,0.0,2,46.0,0.3247826086956522,1,0.8536619718309861,0.7194713177918647,11.5,0.3274166666666667,2,15.0,1.2369999999999999,2,39.0,1.5776923076923075,1
539,angry,deaf,0.2384873949579832,0.333114828920218,6.0,0.8116666666666665,1,0.0,0.0,0,6.5,0.07625,2,0.058991596638655476,0.11530648149409375,4.0,0.07500000000000001,1,0.0,0.0,0,12.0,0.012500000000000002,2,0.9159663865546219,0.6889765430162792,29.0,1.34,1,39.0,1.482051282051282,1,17.0,0.38235294117647056,1,0.04647058823529411,0.09705483541158415,10.5,0.011842105263157895,2,0.0,0.0,0,0.0,0.0,0,0.4479831932773109,0.4456143727559354,9.5,0.46755681818181816,2,7.0,0.73425,3,13.0,0.9258787878787879,2,0.6771428571428572,0.5291408816555617,7.5,0.9947727272727273,2,34.0,0.8697058823529413,1,33.0,0.7630303030303031,1,0.048907563025210085,0.09233129293029702,3.0,0.19999999999999998,1,1.0,0.26,1,7.0,0.1657142857142857,1,0.6074789915966388,0.6079183967419308,0.0,0.0,0,6.0,0.6237499999999999,3,14.5,1.5729040404040402,2,0.24344537815126052,0.48292968392747204,0.0,0.0,0,0.0,0.0,0,9.0,1.6133333333333333,1,0.26873949579831935,0.3772728963788898,2.0,0.09,1,3.0,0.7200000000000001,1,0.0,0.0,0,0.9318487394957983,0.7376784086263352,3.0,0.6533333333333333,2,9.5,1.4081410256410256,2,4.666666666666667,1.8681428571428569,3
